업종코드,업종명,기준분기,매출금액,매출건수,남성매출,여성매출,연령10,연령20,연령30,연령40,연령50,연령60이상,주중매출,주말매출
CS200019,PC방,20211,108782573566,22869891,91359689873,17400305154,7898955898,65115012958,21970179838,6529926766,5710623876,1535295690,70255896735,38526676831
CS200019,PC방,20212,122023897430,25360415,101909619069,20083853951,9274862650,73093528549,24465526670,7012914742,6365448204,1781192205,78448550473,43575346957
CS200019,PC방,20213,101449097187,21658105,85636547163,15743249597,10034842390,57885153404,20282794709,6380979050,5350742807,1445284404,65550029598,35899067589
CS200019,PC방,20214,102544792180,21711562,86044497311,16402137213,11012073979,55859086875,21082118424,7584621259,5499191855,1409542133,66640350899,35904441281
CS200019,PC방,20221,87548644726,18628567,72718322222,14807599980,6635564238,46488778032,21380629360,6144904605,5533888944,1342157020,56185106774,31363537952
CS200019,PC방,20222,107516446001,22268079,88699320599,18770037676,8456816665,56959948652,26559165843,7398243335,6378194222,1716989556,69209142150,38307303851
CS200019,PC방,20223,119372896087,24220832,97307841479,21964124483,10810811378,62800545293,27818612433,8818371924,7139994597,1883630335,76940762764,42432133323
CS200019,PC방,20224,113092943936,22565251,91677233684,21364529775,11540965812,56497953016,25888240282,9675634767,7874295152,1564674431,71146522681,41946421255
CS200019,PC방,20231,115275253599,22073796,93432935837,21758656989,7487714179,56804274930,31253120512,9125292247,8433834036,2087356921,74883995586,40391258013
CS200019,PC방,20232,110992409556,21157542,89576946250,21335254034,8016565639,52476245167,30814635318,9287745145,8252021322,2064987692,70687344133,40305065423
CS200019,PC방,20233,121732452811,22836973,97582552790,24110206254,9876245416,56506478097,32407658848,11232635527,9486155349,2183585805,76753425941,44979026870
CS200019,PC방,20234,108648003828,20177925,86697838574,21862552506,9765220690,49371570175,28332720925,10506645040,8565328820,2018905431,68904927523,39743076305
CS200019,PC방,20241,103060741967,18814535,82360882606,20657177307,5782857508,44081879522,31998305472,10178194441,8694627972,2282195001,66742877178,36317864789
CS200019,PC방,20242,92182232901,16965801,74288396305,17866801757,5504008401,39550568931,28673456274,8901681867,7655806531,1869676057,59430833319,32751399582
CS200019,PC방,20243,99325859828,18177387,78654570121,20609180578,6879533351,42472119449,29166853329,10369979781,8153147344,2222117450,64529829906,34796029922
CS200019,PC방,20244,88139728231,16055918,69141839579,18864126001,6928704510,36139533483,25391139091,9719888246,7802340057,2024360195,57746633406,30393094825
CS200019,PC방,20251,86168605072,15313553,68027032387,18065700691,4170716875,33868694357,28408030616,9485148604,7997309892,2162832739,55252229362,30916375710
CS200019,PC방,20252,76718214111,13536057,60749721145,15884639120,3923712168,30979595700,24560183980,8190985189,7010287161,1969596060,49358842573,27359371538
CS200019,PC방,20253,97423312364,17682454,75369939530,22025191562,5865659295,39343647019,30391815773,10547370649,8862565144,2384073211,62803069894,34620242470
CS200019,PC방,20254,88811120060,16073501,68191553988,20533861388,5768488446,33857156003,27037801243,10511518536,9348375989,2202075157,57661756310,31149363750
CS200019,PC방,20261,85693563780,15007757,66188648003,19410179598,3237537799,30592737219,28211040741,11251638047,9285348921,3020524872,54682659692,31010904088
CS300031,가구,20211,225279737071,694497,105046133258,104353098667,7213032,8953081822,36241826654,56296237102,55390725358,52509114023,142226968553,83052768518
CS300031,가구,20212,216599991982,713741,94814098664,105354648823,13891702,8165460541,31339776162,49172891189,60728980301,50746914298,135781908662,80818083320
CS300031,가구,20213,220752912019,715702,94013513992,109023700493,46917563,8578576239,31037120165,44656139432,61815653755,56902807319,147404078315,73348833704
CS300031,가구,20214,216759476198,672224,97020794119,101579087250,79593010,9605369551,32279223348,42772757028,63188234745,50674703679,145646731716,71112744482
CS300031,가구,20221,163508848507,478646,69551080933,78384984066,5307788,7598164587,21990299701,33046466377,41816065710,43479760832,111027605489,52481243018
CS300031,가구,20222,186403086908,546855,87198405130,82612935218,25959066,6332711721,26636185396,33783367423,44741112586,58286681331,131265249703,55137837205
CS300031,가구,20223,149168549169,486689,56036294354,74570982541,2895303,5705542466,18788543121,26371871978,39144914747,40597392517,105838125178,43330423991
CS300031,가구,20224,169068879562,492735,66798786629,87900270532,10369533,6310833402,21568940484,37338990136,52214331757,37255855585,118398156213,50670723349
CS300031,가구,20231,138384837595,435620,58271126956,67918647855,3346244,3346326228,22248607258,27856250345,36420287040,36316409221,97140409105,41244428490
CS300031,가구,20232,171365313385,436166,68611568179,89485868953,76299,5393566860,29730711164,39389759137,39468629767,44114693904,124546784508,46818528877
CS300031,가구,20233,165453393612,471398,72991735001,75813979648,27785006,5562435296,24693433018,24924493554,44958406509,48639161262,111081524213,54371869399
CS300031,가구,20234,157353228530,432781,63578099325,74572715181,64490582,4326189342,23984809600,35401160777,34550845404,39822382565,104729261750,52623966780
CS300031,가구,20241,155138418445,389491,72546056783,71899306436,12786752,3900481843,25694953659,34084366374,40081002433,40671772165,101626003346,53512415099
CS300031,가구,20242,155805153225,428284,67986282420,73547292224,13483024,5865590717,33038744582,27429975681,38421717602,36753943959,103529675359,52275477866
CS300031,가구,20243,131436644193,387752,55979826669,66114246486,8856770,3378624942,25077118319,26691489138,30281711189,36656272783,84624136585,46812507608
CS300031,가구,20244,142137144843,437477,62861035238,65852566878,125918592,3914571320,21880249586,29721585249,35401520288,37669757087,97192871492,44944273351
CS300031,가구,20251,133166776728,401158,60297585278,62494049158,29329507,4526283543,22032512632,28422726081,28265510606,39524332948,79700571770,53466204958
CS300031,가구,20252,128245435509,368683,57914089593,60600873421,4263570,4616786982,18994743705,25813618135,32116208185,36964718572,85459945143,42785490366
CS300031,가구,20253,153885694703,303758,68446332334,74081422236,34263413,6176235847,25626495869,32138769050,33689654523,44862379939,92888077089,60997617614
CS300031,가구,20254,143194533275,275565,60743144863,72546822105,12821768,5072168095,24730170158,26687423897,33073797560,43740266127,95453104352,47741428923
CS300031,가구,20261,135939167639,290978,63133000513,65696368133,1553826,2298635683,20381766355,24264182053,35431782282,46450682061,84206245419,51732922220
CS300015,가방,20211,44558595488,1339489,13803271437,29822934659,361327549,11595477505,9822109136,7557536002,7667925708,6621830190,29259862549,15298732939
CS300015,가방,20212,48098203418,1480699,14169520663,32647490827,332699269,10463035234,11441888513,8338071852,8817041140,7424275482,31737085604,16361117814
CS300015,가방,20213,40455279287,1112673,11282261386,26438733762,296594147,8668671115,7421929974,7077897026,7514864070,6741038818,25747291295,14707987992
CS300015,가방,20214,49045742837,845984,15535876878,28890078114,280298957,7405294861,9756313179,8447392060,10068060543,8468595393,33611671196,15434071641
CS300015,가방,20221,31970630537,727009,11706552997,19243941031,186515106,6052197886,7153651404,5356690116,6889744808,5311625043,20852429733,11118200804
CS300015,가방,20222,47832296344,1167811,15027279731,31128902520,315878728,8156308397,10290289572,9013776920,9636309381,8743619249,31369739150,16462557194
CS300015,가방,20223,42986079184,1142894,13878023114,27773260156,381304496,7765367458,9474570053,8876906157,7613785111,7539350002,29136516448,13849562736
CS300015,가방,20224,49221394259,1386362,15269668254,32244284017,607018521,9896114846,11357682198,8041717426,9500440292,8110978981,31284809389,17936584870
CS300015,가방,20231,48947304238,1670145,16819908322,30900767797,462165957,9876775915,12118255994,9760571247,8878462256,6624444749,31718726759,17228577479
CS300015,가방,20232,49397749250,1682698,15644108588,32535347884,324897197,10231412129,11304629195,9345844146,8022765782,8950010723,30492493241,18905256009
CS300015,가방,20233,47009624584,1727343,15421055340,30097057346,324352015,10077385711,10764744938,9029259980,7931178549,7391191493,29940242874,17069381710
CS300015,가방,20234,48692765238,1637725,16455392085,31282614865,449268917,9115097560,11344870963,9122112046,8690379948,9015009994,31042634787,17650130451
CS300015,가방,20241,47671272020,1517743,17016058918,29033656829,273755900,8416783149,11100010451,7633978087,9037827966,9585999673,29647093790,18024178230
CS300015,가방,20242,57760376652,1563561,20373468384,35886368204,244729509,7615800370,14671475762,10210772078,11202106366,12314952493,38552974084,19207402568
CS300015,가방,20243,52018847138,1465279,18551205962,32302256698,179446833,7263605169,11470505867,11162555784,9654618703,11122730307,33031639079,18987208059
CS300015,가방,20244,51662846609,1438168,18286168165,31249730702,320372694,6940738813,12294208938,11468514195,8358278456,10153785771,35396899193,16265947416
CS300015,가방,20251,45011045229,1298640,14112814517,29815291589,202045942,5511592610,11608693224,9846866114,8688705816,8070202397,28860263273,16150781956
CS300015,가방,20252,54418159715,1444975,19440361126,33488259614,279846012,5782991114,13115523639,11262315957,10918318268,11569625751,38002144881,16416014834
CS300015,가방,20253,53025967931,1504260,16805148265,34264510618,289939078,6460065751,11900413402,11698847784,10321332098,10399060767,35408971773,17616996158
CS300015,가방,20254,55797865361,1582759,19772923407,34779435477,258464491,7282971918,14984123277,10433266450,9999261679,11594271072,38166477183,17631388178
CS300015,가방,20261,50462050745,1518028,18016632888,31321133421,139019545,6217677897,11089063067,11693993716,10035887883,10163527613,30737707750,19724342995
CS300032,가전제품,20211,296774672717,816180,157410861076,130909412872,380517425,17946702650,53934390221,77781018379,78195716147,60081929110,169492087842,127282584875
CS300032,가전제품,20212,293678542335,755282,150913117342,133683150420,222907786,15783516933,54258337863,73461520585,76642951363,64227033227,169975588762,123702953573
CS300032,가전제품,20213,309986639920,826011,159849555808,140240849594,307032400,17416890964,59791672539,71589500138,80165884939,70819078327,195200185326,114786454594
CS300032,가전제품,20214,286913823874,797758,147700666650,125602943579,253806245,16299343032,49924950993,69431175361,72417555569,64976779038,178098177230,108815646644
CS300032,가전제품,20221,259605426815,698125,138427970775,114981905462,234228830,11711342142,51159434715,67783529502,66359639711,56161701344,159622929009,99982497806
CS300032,가전제품,20222,275863558249,657401,144014265631,121252941746,241189703,12526559071,53629273171,66874410014,67291931518,64703843901,171605650675,104257907574
CS300032,가전제품,20223,268474794184,702227,136220906661,120848439143,108463919,13146427765,48996780100,61400003069,67340372705,66080148067,174394774607,94080019577
CS300032,가전제품,20224,276993982668,738078,143636809363,120212105257,121887663,12801534876,47955668038,60789480508,71174299144,71035611527,170896225660,106097757008
CS300032,가전제품,20231,255489539977,701845,138133181796,109273067507,105115879,11645655543,51882133732,62100130153,62267981730,59405232277,158870706410,96618833567
CS300032,가전제품,20232,279032875291,631551,144965842781,128458854975,84267126,14543832491,55670666249,70296686191,64135695985,68693549709,177903510627,101129364664
CS300032,가전제품,20233,283351739764,659589,153194441759,124109223168,110315618,14063949482,53260567609,61963065712,70883132529,77022633975,179350673900,104001065864
CS300032,가전제품,20234,271686440585,665852,147053881770,117854725576,216610380,14683449669,59044114330,60089565080,63024389070,67850478802,167131305350,104555135235
CS300032,가전제품,20241,274540768183,566031,156856672592,113491799125,106311329,12392979163,82757928806,67796660310,54606515489,52686619835,182795791031,91744977152
CS300032,가전제품,20242,257480308697,621866,132312434477,120622372913,50923009,11250761458,51881587031,61496396043,63405153244,64849986600,167304662946,90175645751
CS300032,가전제품,20243,280247167268,668579,148011137796,127285126852,66395755,10262279430,54224325985,56878735919,73582923711,80281603831,180978786378,99268380890
CS300032,가전제품,20244,258059835364,682823,137902216353,109408486737,273268174,12714601928,59118647699,50274659051,58447115770,66483066879,155733617786,102326217578
CS300032,가전제품,20251,263789337070,565021,146295478135,109965243300,50114222,14224000190,65629963592,58088034495,60424755788,57843829641,151334351303,112454985767
CS300032,가전제품,20252,281918633501,517189,152557688978,120884544924,75030429,15292317585,64029879633,64819801107,67014169354,62211073577,159972563368,121946070133
CS300032,가전제품,20253,278800175018,537882,141258957417,130553096935,83702747,12156094380,53768507728,62788046541,68258551128,74757151826,164982737564,113817437454
CS300032,가전제품,20254,279541171825,538922,147983517220,123531812673,339080320,11811885705,54951311056,60093049491,70912953445,73407049880,168859954570,110681217255
CS300032,가전제품,20261,288023053723,506423,156823015695,125951919168,110450226,11844432871,63593386032,69469189719,69495033589,68262442442,160870860451,127152193272
CS200032,가전제품수리,20211,12061922317,258928,5717941399,4905431488,85292557,832012268,1501523715,2169131841,2909249892,3126162617,10654309492,1407612825
CS200032,가전제품수리,20212,12969016422,298549,6777321574,4679483791,133396131,955062004,1618941375,2456304604,3028357760,3264743494,11387909433,1581106989
CS200032,가전제품수리,20213,15495995669,297792,7133792823,6281881127,104405018,846701438,1965294647,3006533202,3376162519,4117617856,13182073555,2313922114
CS200032,가전제품수리,20214,11277693413,260350,5391337958,4077548547,84710327,875005655,1347401183,1981910942,2410355223,2769503160,10091357636,1186335777
CS200032,가전제품수리,20221,10324073483,214917,5719589851,3506304519,30403479,572518733,1108505516,1735921529,2899936875,2878608229,9085304848,1238768635
CS200032,가전제품수리,20222,11781030489,231720,5967470354,4042851551,34017526,706919856,1643433848,2003979439,2592239598,3029731642,10036328336,1744702153
CS200032,가전제품수리,20223,13475777422,245693,6030488713,5262265584,40431222,838747841,1343569083,2557717226,2836424696,3675864236,11476314830,1999462592
CS200032,가전제품수리,20224,9471255792,190135,4892551406,3507673535,34570812,547864859,1076956555,1779047228,2054594811,2907190670,8361163481,1110092311
CS200032,가전제품수리,20231,10904484867,202223,5522741497,3676313530,36651811,486875502,1224250795,1684066830,2638596251,3128613818,9609169786,1295315081
CS200032,가전제품수리,20232,13035242536,187580,6394921134,4536332057,42714211,605053843,1745990133,2610886345,2711888184,3216450347,10792726683,2242515853
CS200032,가전제품수리,20233,14262109499,204186,5920462054,6286212416,41399834,591482084,1717187340,2127592270,3287882700,4441130234,11944418539,2317690960
CS200032,가전제품수리,20234,9956142472,170126,5234906071,3283471704,16273405,498824385,1243978951,1793778840,2172961888,2793716675,8616584236,1339558236
CS200032,가전제품수리,20241,7750093209,156710,4120923775,2886572339,19309145,360521461,945893550,1316992412,1775095411,2590548475,6772835268,977257941
CS200032,가전제품수리,20242,10814828261,176125,5077987099,4296863967,19806873,605879295,1390261365,1878413157,2725028940,2755444279,9250896880,1563931381
CS200032,가전제품수리,20243,14100444705,197253,7423086975,4746360103,23078265,576160033,1663425696,2677130849,2969673814,4260107564,12457025617,1643419088
CS200032,가전제품수리,20244,9680224678,120995,5173394606,3293841071,12932206,237161005,1075647513,1826405032,2108777901,3206529910,8651196732,1029027946
CS200032,가전제품수리,20251,6823012986,95712,3157210673,2551536898,5054613,260927086,602076467,1075878357,1359141919,2405669116,6054694273,768318713
CS200032,가전제품수리,20252,10854281274,112277,5083888380,4356977970,20898677,303264941,1079288090,1883389713,2144619699,4009405228,9610926135,1243355139
CS200032,가전제품수리,20253,11345453163,120333,5051329934,3948733975,3267260,295705124,1064729470,1937797417,1870486592,3828078052,10087120475,1258332688
CS200032,가전제품수리,20254,7912695257,99454,3628628535,3183206286,4996458,283187800,1021806358,1199338628,1453086349,2849409238,7125485099,787210158
CS200032,가전제품수리,20261,8062690284,95323,3896422298,2787847404,1296025,673253397,714655270,1483208657,1279241243,2532615113,7388250510,674439774
CS200036,고시원,20211,455344467,1223,114422373,340922094,0,94376893,62786351,150909051,128226762,19045410,310918109,144426358
CS200036,고시원,20212,717918061,1659,165181866,552736195,0,72264645,72637135,324824171,248192110,0,404005900,313912161
CS200036,고시원,20213,742726411,2038,310023369,432703042,0,81924026,80977100,226562002,155801120,197462163,505504920,237221491
CS200036,고시원,20214,534952183,1445,257661892,277290291,0,248062389,26186875,22922140,107417445,130363334,315046215,219905968
CS200036,고시원,20221,340474767,945,169026472,171448295,0,22167206,65954199,48000000,146029019,58324343,290647952,49826815
CS200036,고시원,20222,478793022,1197,93692283,385100739,0,65199170,55556216,41857567,316180069,0,328921188,149871834
CS200036,고시원,20223,393072116,1653,136780776,256291340,0,143825235,15333333,34934837,198978711,0,343943250,49128866
CS200036,고시원,20224,376524081,979,53234091,323289990,20518502,121203611,137609068,0,59102080,38090820,257568022,118956059
CS200036,고시원,20231,373501220,973,149340181,224161039,5518868,203590761,122330879,0,7974626,34086086,263879188,109622032
CS200036,고시원,20232,442520385,1206,142487985,300032400,0,207367444,60390125,24941743,110113238,39707835,362192781,80327604
CS200036,고시원,20233,355907086,802,95762361,236515705,0,182668922,58477964,5088174,68043006,18000000,286776270,69130816
CS200036,고시원,20234,158153105,451,45123511,113029594,0,116224960,34898551,0,7029594,0,123870981,34282124
CS200036,고시원,20241,390215093,1051,122582389,267632704,0,132045510,97500000,87754545,62051120,10863918,390215093,0
CS200036,고시원,20242,310304066,541,151304066,159000000,0,94628458,120247312,0,95428296,0,254298982,56005084
CS200036,고시원,20243,219413547,429,151304067,68109480,0,70985251,53000000,0,95428296,0,156874462,62539085
CS200036,고시원,20244,381856259,640,209856259,172000000,0,55875770,47410142,42942733,31809432,203818182,331421570,50434689
CS200036,고시원,20251,153603759,468,86359984,67243775,0,56379857,0,0,97223902,0,141995941,11607818
CS200036,고시원,20252,506017013,1126,456289315,49727698,0,16752511,0,166488840,226278506,96497156,343062670,162954343
CS200036,고시원,20253,459578997,628,459578997,0,0,0,0,152685273,277256498,29637226,408683906,50895091
CS200036,고시원,20254,257373145,650,127712811,129660334,0,8555262,0,50895091,146798471,51124321,104458641,152914504
CS200036,고시원,20261,533776619,902,51132897,482643722,0,169544391,1877579,46123677,224060422,92170550,530936179,2840440
CS200017,골프연습장,20211,65216319228,1265566,42826737018,14427687548,7415960,1952435851,10826420824,17373752004,18246233802,8848618721,43196305595,22020013633
CS200017,골프연습장,20212,85383468864,1753152,55545385645,20173637720,15429244,3347300153,16014703180,24041176253,22752255427,9548317340,58718746382,26664722482
CS200017,골프연습장,20213,87582164553,1853018,57359214056,20932972569,22812841,3657693974,16774136002,25088393679,22645999556,10103610889,59001703216,28580461337
CS200017,골프연습장,20214,85645114453,1742178,57099118526,19095632400,30167470,4118817367,16899604129,23486703412,21973026759,9686431843,58329828691,27315285762
CS200017,골프연습장,20221,76918480627,1610735,51372136437,16450561529,24333454,2521968351,13410573670,20007741450,21358454952,10500811172,50251553460,26666927167
CS200017,골프연습장,20222,83387573400,1745867,55336681651,19005278004,17775451,3524074083,15469655089,22060680725,22588163886,10681482867,56997232929,26390340471
CS200017,골프연습장,20223,82727743958,1779408,54925956175,18606157173,25283695,3344361522,15258478023,22064102574,22564872182,10275173616,56911691610,25816052348
CS200017,골프연습장,20224,71304276138,1558825,47220834831,15239258702,33715859,3011675639,12300179481,19442412397,18898634413,8773475775,48250536028,23053740110
CS200017,골프연습장,20231,73657530830,1501323,49197761984,15423085939,11308524,2237575918,11959517294,18587405667,20671805881,11153234649,49911996709,23745534121
CS200017,골프연습장,20232,75126385842,1616747,50142739028,16963999593,21587360,2649451396,12692282360,20162863608,21170710450,10409972139,51131581044,23994804798
CS200017,골프연습장,20233,71439753689,1535653,47593399269,15552603585,32430724,2746565511,11547750357,18902195930,20281853214,9635207097,47216328462,24223425227
CS200017,골프연습장,20234,65595758850,1409643,44293605990,13691132818,31317804,2528568571,10303878972,17161508280,18985228850,8974236329,44350480162,21245278688
CS200017,골프연습장,20241,68630041332,1429508,45869795647,14134451038,14501755,1871568501,9805650718,16940921383,20291663911,11080055683,45445192425,23184848907
CS200017,골프연습장,20242,71844305676,1555369,48398682681,15326677385,17556242,2298730782,11132420779,18049890390,21686125492,10540636380,48480041741,23364263935
CS200017,골프연습장,20243,71623980424,1487737,48011095218,15300301286,30838882,2531916807,10359773280,19234136458,20750067088,10404744305,48577532818,23046447606
CS200017,골프연습장,20244,66340323315,1317667,44798058090,13914909802,29869406,1940038699,9364553964,17210763279,19490712557,10677408064,45000609764,21339713551
CS200017,골프연습장,20251,62880419748,1242086,43534873260,11912052305,19453326,1805645332,8237014139,15649727845,18649709591,11085489299,40857535519,22022884229
CS200017,골프연습장,20252,65460013330,1344963,43847776538,13723597922,21508329,1825579497,8385983877,16784150784,19366668181,11187483827,44292819183,21167194147
CS200017,골프연습장,20253,61660439886,1266502,41242820036,13053775832,35486796,1616464724,7866233687,15975718998,18361995803,10442818730,41139264188,20521175698
CS200017,골프연습장,20254,57124633370,1150916,38858706010,12194789624,39894718,1631168107,7180955795,14462239157,16910826061,10826237759,38530378271,18594255099
CS200017,골프연습장,20261,54938369019,1084613,36888993005,11464380434,7400081,1002555392,6549113468,12677589963,16877438503,11239276056,35830962911,19107406108
CS200029,네일숍,20211,16792908033,201957,2191718381,14390317223,65479791,3681959878,4725882453,4030225777,2474149317,1604352803,11884018706,4908889327
CS200029,네일숍,20212,21995558320,262275,2927533011,18747026393,75991795,4325380909,6917771694,5177450722,3386065815,1791633003,16021435480,5974122840
CS200029,네일숍,20213,21496895853,264202,3042476588,18165009207,136082961,4715257916,6571881372,4968096903,3089531382,1726635258,16154422579,5342473274
CS200029,네일숍,20214,18846982870,233717,2665764951,15863285259,107923757,4093096265,5357446337,4409848503,2966662071,1594073272,14233908479,4613074391
CS200029,네일숍,20221,17032721267,213628,2351697136,14435277021,104509907,3306733015,4969874309,3733259272,3069942738,1602432950,12508911933,4523809334
CS200029,네일숍,20222,21877067735,263104,3241710569,18265184028,107645426,3800148910,6433964794,5482824298,3751068226,1931251523,16476868932,5400198803
CS200029,네일숍,20223,21863204033,271023,3297453298,18273556012,129188967,4209833619,6056822801,5202084850,3828657974,2144841908,16889538155,4973665878
CS200029,네일숍,20224,18317883504,234014,2748415880,15248699636,123679323,3961361206,4926393747,4131371811,3164597094,1689860707,13684791378,4633092126
CS200029,네일숍,20231,17517557577,219638,2843961422,14410991439,68130523,3071817544,4935387392,4117341933,3062438148,1999825399,13458035890,4059521687
CS200029,네일숍,20232,20186850473,241772,3231765792,16581761632,76128625,3101723614,5753036494,4991750682,3572536682,2317961454,15451614595,4735235878
CS200029,네일숍,20233,19744809800,239602,3339792364,16127416886,85048143,3495970626,5350447006,4927744801,3337385282,2270631430,14943551523,4801258277
CS200029,네일숍,20234,16118686494,200463,2615110825,13233892361,103462422,3014856351,4388975473,3789789866,2723627437,1828291640,12237802405,3880884089
CS200029,네일숍,20241,15160724420,188098,2491796860,12427600912,48449533,2526702333,3896076302,3690693797,2858811302,1898664494,11677189673,3483534747
CS200029,네일숍,20242,18087296921,220789,2826104096,14942411116,47423204,2758859988,4815951746,4438263490,3401416734,2306563949,13653518524,4433778397
CS200029,네일숍,20243,17535556924,215222,2740059904,14559460983,64640845,3040187365,4649618914,4190115536,3156631593,2198326629,13366433077,4169123847
CS200029,네일숍,20244,15262517951,186818,2652712840,12397549128,45972599,2923241468,3798412887,3475133080,2853394046,1953088002,11550838295,3711679656
CS200029,네일숍,20251,13673563413,172285,2308280691,11111582889,52654527,2293802631,3556660802,3201051780,2283856087,2031837759,10124366828,3549196585
CS200029,네일숍,20252,16253250191,199667,2833126665,13251376075,50651422,2498710184,4118709525,4030421987,3029360788,2356616221,12285056917,3968193274
CS200029,네일숍,20253,17464774412,215400,2668970304,14526701666,111114913,2826733117,4737245908,4078139900,3147814860,2294542282,13394236625,4070537787
CS200029,네일숍,20254,14679020112,173818,2642747823,11836412746,96833012,2570450202,3615992835,3340280440,2462081016,2393500670,11143639747,3535380365
CS200029,네일숍,20261,12693791692,159592,2169703325,10419613439,59712801,1943046112,3423341872,2932401803,2351795149,1879102915,9354031925,3339759767
CS200037,노래방,20211,40405073309,1476414,30979659089,6445285292,668028121,5811569119,5922487417,8573991566,10954023548,5494822918,27890216329,12514856980
CS200037,노래방,20212,55698182522,2202472,42513584795,9140871154,923812861,8368800760,8594648597,12131046848,14675936261,6959854623,38619594270,17078588252
CS200037,노래방,20213,41886304283,1848922,32915477819,6621770204,834630228,6374344970,6007771081,9629327581,10927260736,5763483441,28290037653,13596266630
CS200037,노래방,20214,94972100833,3102291,71914819721,16072627155,1381875474,15060756750,16266612511,21098589014,23741573964,10437587595,63979476831,30992624002
CS200037,노래방,20221,48743107045,2051633,36685295966,8628570629,877168813,7400579476,7473770554,9432896408,13179385124,6951048578,32498311559,16244795486
CS200037,노래방,20222,120160126135,4250790,88058171996,23169606934,1490698363,18124688834,21162652909,24323178578,31021469429,15105889132,79849617703,40310508432
CS200037,노래방,20223,115653297676,4193364,85095836485,22255340757,1590549035,17393234920,19988994597,24468365523,29652501305,14258170214,76468009568,39185288108
CS200037,노래방,20224,123942530528,4208501,90270399652,22827716840,1632580644,16904889948,20016381956,24674197057,32925575531,16942776849,78931051609,45011478919
CS200037,노래방,20231,128594319198,4170472,94726133874,22650751222,1393897246,14980669553,21947937995,26017679290,34367622701,18669283901,85887555737,42706763461
CS200037,노래방,20232,113180145575,4453028,82731600003,21728247532,1431093955,14930682679,18905028729,21644984970,30306778903,17240061196,74476551406,38703594169
CS200037,노래방,20233,112596049123,4491196,82582849958,21445173324,1564053657,14999179445,18871537221,22361913089,29801331941,16429647827,72780867971,39815181152
CS200037,노래방,20234,133619502831,4536487,97635168284,24492722233,1780322584,15646731539,21450904546,26531224319,35954399166,20761754338,85609630714,48009872117
CS200037,노래방,20241,121363090049,4291706,90608061210,21080243171,1319619008,13203534399,20984520222,23364623035,32351665810,20463968947,79809624793,41553465256
CS200037,노래방,20242,122787825304,4717167,90765858703,22361240307,1372732210,14124658458,21403844678,23298431455,33303879222,19626794309,80488496968,42299328336
CS200037,노래방,20243,118403427709,4740621,87723075936,21555618528,1444805889,14429817707,20499822911,22925696814,31660903821,18317024759,77575866448,40827561261
CS200037,노래방,20244,124518294232,4698961,91221370298,22562598391,1559587047,14048219811,20468660132,23380432518,33562767254,20764044706,81492216859,43026077373
CS200037,노래방,20251,109817736379,4264992,81950068954,19404326607,1242018075,11537704348,18919376078,20066289205,30147692673,19442891982,70167083133,39650653246
CS200037,노래방,20252,114606806367,4643563,84673455767,20591615209,1282192119,11932917021,19250791573,20480540519,31260506797,21056627464,75696620381,38910185986
CS200037,노래방,20253,111370476326,4607776,81638978902,20047206095,1343937532,12054264483,18559994707,20376507936,29950055133,19401483803,73699037910,37671438416
CS200037,노래방,20254,119773541817,4543967,88136905533,20654565750,1479324635,11989551074,18877274121,22012571722,31922419885,22509252265,78764455835,41009085982
CS200037,노래방,20261,104019680239,4118045,77612965657,17883306009,1061644993,10084247541,17052517739,18045075733,28142880953,21107675661,65991662129,38028018110
CS200016,당구장,20211,19124320637,1041856,15532975206,3072879941,232486797,2310276175,2547174184,3929914354,6118041760,3467961900,12898992063,6225328574
CS200016,당구장,20212,24871138153,1362439,20085081846,4055951574,295288463,3348002126,3853725662,5046018068,7429735474,4168247117,17029112969,7842025184
CS200016,당구장,20213,24025784634,1302788,18992408711,4383436137,313823006,3324001251,3226202319,5116130073,7309877419,4085810793,16249459814,7776324820
CS200016,당구장,20214,27782522699,1409479,21454874692,5016658371,414952172,3674622902,3919971736,5547357376,8300676915,4613951960,18719541879,9062980820
CS200016,당구장,20221,27411575599,1330494,20542384318,6013247181,262486706,3330593286,4057329846,5487493352,7909255502,5508472789,18424442182,8987133417
CS200016,당구장,20222,32727429351,1547390,24869395500,6582771043,332042389,4606614299,5202350339,6437235273,9096712508,5777678131,22935093303,9792336048
CS200016,당구장,20223,32920117706,1567911,24738844452,7304672707,395430504,4671757523,5424201979,6614216574,9198281102,5740145649,23089228407,9830889299
CS200016,당구장,20224,33269797660,1538454,24886394396,7349686550,425317502,4408070339,5632344360,6514287192,9319832601,5938521025,22920949886,10348847774
CS200016,당구장,20231,37183791896,1677507,27663810222,8211226949,296767101,4180291472,6497234633,7038159498,10374147722,7488436741,26296005222,10887786674
CS200016,당구장,20232,37334630718,1650627,27321537108,8591181136,337269801,4449435035,6351197069,7359431458,10449845328,6965271815,26290241649,11044389069
CS200016,당구장,20233,36646615273,1671226,27408568413,7899537563,398569880,4148061841,5683457919,7294870076,10488486999,7294756597,25537391958,11109223315
CS200016,당구장,20234,36411657301,1620306,27191301356,7828269507,530004048,3869061350,5536607607,7119987451,10565376617,7398547582,25348449165,11063208136
CS200016,당구장,20241,38340074611,1718009,29121970419,8011183992,362734153,3641731510,5864105135,7136917757,11176409935,8950980912,26921262566,11418812045
CS200016,당구장,20242,36799053761,1769573,27345475201,8061659570,415798551,4086188551,6159285712,6582828476,9759590891,8403341384,25604253772,11194799989
